DeltaPuZr,1.528227857,2.069955774,2.823781139,3.094898604,3.954182211,4.925118297,5.173012261,6.430707042,7.781762706,7.937642653,9.150435104,9.262292076,21.57929473,24.74365216,25.0346591,27.24214315,29.75632234,31.47958658,35.22821925,36.3213453
DeltaPuZr,5.882063135,11.98588009,12.43015712,17.87885326,18.36585489,19.29258808,23.24963378,23.76090117,23.91984347,24.1905348,24.19248983,24.24001366,24.81007538,25.2593413,25.66927659,26.32464249,26.46006669,27.33950097,28.07110663,30.01720525
DeltaPuZr,4.096159603,4.296481591,6.096863868,8.322756527,9.530733041,13.17386583,13.2592806,15.40940913,17.44763153,26.8191564,28.12442914,28.68470037,29.30321933,30.45761886,31.01457308,32.10139798,32.28292566,33.61076238,33.61520129,34.9412661
DeltaPuZr,3.666942374,7.173127863,7.372247234,10.29364809,10.92538295,14.00937385,15.33472601,22.04419604,25.19148772,26.04772691,26.40555817,26.78947565,27.0425663,27.86690006,28.63786779,29.71165272,29.87483838,30.60139589,30.6050019,31.50413421
DeltaPuZr,1.880692117,2.0799956,2.847805303,3.459632271,3.954182211,5.173012261,5.362516904,6.494480754,7.067404087,7.814181894,9.183172697,9.243794004,19.81642361,22.86109383,23.42752977,25.77971949,27.22554177,28.96923717,31.15803887,35.27075517
DeltaPuZr,1.921855176,2.002205891,2.011184438,2.946339301,3.491384572,4.249175567,5.168221022,5.656030065,6.543968327,7.105382789,8.423086175,8.57571329,24.50794995,27.65265601,31.81381498,33.4775064,35.47794094,35.90604027,37.07377934,40.44932813
DeltaPuZr,3.597340479,3.626180148,3.677980941,4.355958049,5.977771385,7.326895157,9.472958819,10.3368778,10.99714144,12.6973853,14.69756519,16.20805369,18.37017699,23.66752141,24.44918175,25.39106771,25.97681763,26.88495443,28.27192659,28.67211574
DeltaPuZr,4.582718216,6.959265548,7.13006312,8.360622256,9.27322749,12.59145187,12.5921673,13.40304752,13.93587436,26.34986853,31.94997441,33.45698168,33.85573447,34.70929482,34.83360487,35.96734715,36.92278692,37.51679353,37.90718159,39.25242246
DeltaPuZr,1.476891348,2.064508512,2.075388738,3.21184943,3.959731544,4.458164515,5.739138046,6.275167785,7.07576416,8.120805369,8.458040211,26.87433449,27.5505195,29.9880049,30.3007499,32.88761809,33.58421719,35.41744023,37.41910182,40.89033233
DeltaPuZr,6.776363534,7.015349275,9.23111607,12.69370432,13.01239132,14.06408627,14.1708513,18.41866189,18.70094216,19.14108197,20.02995932,20.08792214,20.15312313,20.97060387,21.82317735,22.0978951,22.68577992,23.01800624,24.00914668,24.92260892
